"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 15, 1988","333.50","333.00","339.00","331.50","1.62K","-0.74%"
"Jul 14, 1988","336.00","346.00","350.00","335.00","12.78K","0.75%"
"Jul 13, 1988","333.50","320.00","334.40","317.00","11.48K","8.99%"
"Jul 12, 1988","306.00","295.50","308.00","293.00","2.18K","6.16%"
"Jul 11, 1988","288.25","297.50","299.00","286.00","9.68K","-6.87%"
"Jul 08, 1988","309.50","319.00","324.00","307.00","4.78K","-3.28%"
"Jul 07, 1988","320.00","344.50","345.00","317.00","7.89K","-6.43%"
"Jul 06, 1988","342.00","343.50","346.00","331.00","3.10K","-0.58%"
"Jul 05, 1988","344.00","357.50","359.00","328.00","7.41K","0.58%"
"Jul 01, 1988","342.00","339.50","348.00","337.00","16.77K","4.59%"
"Jun 30, 1988","327.00","319.00","332.50","315.00","19.11K","5.83%"
"Jun 29, 1988","309.00","315.00","316.00","306.00","35.84K","-8.44%"
"Jun 28, 1988","337.50","343.75","353.00","337.50","27.56K","-4.26%"
"Jun 27, 1988","352.50","352.50","352.50","352.50","8.36K","2.92%"
"Jun 24, 1988","342.50","340.00","345.50","338.00","16.91K","-1.58%"
"Jun 23, 1988","348.00","350.50","354.50","347.00","22.52K","1.02%"
"Jun 22, 1988","344.50","344.50","344.50","335.00","24.86K","2.99%"
"Jun 21, 1988","334.50","334.50","334.50","334.50","11.96K","3.08%"
"Jun 20, 1988","324.50","324.50","324.50","324.50","12.33K","4.85%"
"Jun 17, 1988","309.50","296.50","309.50","292.00","22.64K","5.09%"
"Jun 16, 1988","294.50","294.50","294.50","294.50","9.41K","5.37%"
"Jun 15, 1988","279.50","279.50","279.50","279.50","10.15K","3.71%"
"Jun 14, 1988","269.50","261.25","269.50","260.75","16.90K","3.85%"
"Jun 13, 1988","259.50","259.50","261.00","254.50","12.12K","0.68%"
"Jun 10, 1988","257.75","261.00","262.00","255.00","19.03K","1.58%"
"Jun 09, 1988","253.75","250.00","254.00","244.50","20.48K","1.10%"
"Jun 08, 1988","251.00","252.00","256.00","246.50","27.72K","-2.43%"
"Jun 07, 1988","257.25","257.00","259.50","249.50","28.82K","5.21%"
"Jun 06, 1988","244.50","244.50","244.50","244.50","6.12K","4.26%"
"Jun 03, 1988","234.50","228.75","234.75","228.50","25.44K","4.34%"
"Jun 02, 1988","224.75","219.50","227.25","219.25","25.64K","1.81%"
"Jun 01, 1988","220.75","222.75","224.00","218.75","20.76K","-1.56%"
"May 31, 1988","224.25","225.00","226.00","223.50","19.46K","3.58%"
"May 27, 1988","216.50","214.12","217.00","213.50","16.40K","1.76%"
"May 26, 1988","212.75","214.50","215.25","212.00","17.82K","-0.93%"
"May 25, 1988","214.75","219.75","220.50","214.50","24.30K","-2.05%"
"May 24, 1988","219.25","216.88","220.25","216.00","20.20K","1.74%"
"May 23, 1988","215.50","215.38","217.00","212.25","20.84K","-2.60%"
"May 20, 1988","221.25","217.75","221.50","217.25","15.90K","2.43%"
"May 19, 1988","216.00","211.88","219.00","211.75","4.11K","3.35%"
"May 18, 1988","209.00","207.00","209.00","206.75","0.93K","0.48%"
"May 17, 1988","208.00","207.00","209.00","206.50","0.80K","0.48%"
"May 16, 1988","207.00","201.50","208.75","201.50","0.86K","5.08%"
"May 13, 1988","197.00","195.88","198.00","195.75","1.47K","0.51%"
"May 12, 1988","196.00","196.62","197.25","195.50","2.26K","-0.51%"
"May 11, 1988","197.00","200.62","200.75","196.75","4.06K","-1.25%"
"May 10, 1988","199.50","200.38","200.75","199.50","3.22K","-0.37%"
"May 09, 1988","200.25","200.88","201.75","199.75","3.60K","-0.74%"
"May 06, 1988","201.75","203.12","203.75","201.50","3.06K","-0.62%"
"May 05, 1988","203.00","204.88","205.00","202.75","2.16K","-0.98%"
"May 04, 1988","205.00","204.25","205.25","204.00","8.43K","0.12%"
"May 03, 1988","204.75","205.00","205.75","204.25","4.90K","-0.24%"
"May 02, 1988","205.25","203.50","206.25","203.00","8.91K","1.48%"
"Apr 29, 1988","202.25","199.38","202.50","199.00","12.37K","1.00%"
"Apr 28, 1988","200.25","201.62","202.25","200.00","17.52K","-0.37%"
"Apr 27, 1988","201.00","200.25","202.00","200.00","13.69K","0.25%"
"Apr 26, 1988","200.50","199.12","200.75","198.50","22.84K","0.38%"
"Apr 25, 1988","199.75","201.25","201.75","199.50","17.58K","-0.75%"
"Apr 22, 1988","201.25","201.88","202.00","201.00","13.64K","-0.49%"
"Apr 21, 1988","202.25","203.38","203.75","202.00","12.40K","-0.98%"
"Apr 20, 1988","204.25","205.12","205.25","204.00","7.87K","-0.61%"
"Apr 19, 1988","205.50","203.75","205.50","203.50","10.84K","0.86%"
"Apr 18, 1988","203.75","203.38","203.75","202.00","8.55K","0.49%"
"Apr 15, 1988","202.75","204.12","204.50","201.50","13.76K","-0.73%"
"Apr 14, 1988","204.25","204.50","204.75","201.25","21.96K","-0.24%"
"Apr 13, 1988","204.75","205.88","206.00","204.50","17.14K","-0.73%"
"Apr 12, 1988","206.25","206.88","207.00","205.75","14.84K","-0.72%"
"Apr 11, 1988","207.75","209.12","209.25","207.25","13.61K","-0.60%"
"Apr 08, 1988","209.00","207.88","209.25","207.75","13.66K","0.72%"
"Apr 07, 1988","207.50","206.88","208.00","205.75","18.53K","0.00%"
"Apr 06, 1988","207.50","208.62","209.25","207.25","14.67K","-0.48%"
"Apr 05, 1988","208.50","208.00","209.00","207.25","17.39K","-0.12%"
"Apr 04, 1988","208.75","211.50","213.00","208.50","17.36K","-0.48%"
"Mar 31, 1988","209.75","209.38","209.75","208.75","10.25K","0.12%"
"Mar 30, 1988","209.50","210.75","211.25","208.75","14.24K","-0.95%"
"Mar 29, 1988","211.50","211.62","212.00","210.75","14.39K","0.48%"
"Mar 28, 1988","210.50","209.25","210.75","208.50","13.10K","0.36%"
"Mar 25, 1988","209.75","207.25","210.00","207.00","24.36K","1.33%"
"Mar 24, 1988","207.00","205.88","207.00","205.75","10.02K","0.36%"
"Mar 23, 1988","206.25","206.88","207.25","205.75","9.62K","2.87%"
"Mar 22, 1988","200.50","200.50","200.75","199.75","-","-0.50%"
"Mar 21, 1988","201.50","199.00","201.75","198.50","1.72K","1.77%"
"Mar 18, 1988","198.00","198.75","198.75","197.50","1.20K","-0.50%"
"Mar 17, 1988","199.00","197.50","200.00","197.50","1.58K","0.76%"
"Mar 16, 1988","197.50","198.00","198.50","197.25","0.99K","-0.25%"
"Mar 15, 1988","198.00","198.88","199.00","197.00","1.25K","-0.13%"
"Mar 14, 1988","198.25","197.00","198.25","196.50","1.23K","0.63%"
"Mar 11, 1988","197.00","197.38","197.75","195.00","3.06K","-0.38%"
"Mar 10, 1988","197.75","199.25","200.00","197.25","2.34K","-0.50%"
"Mar 09, 1988","198.75","201.38","201.50","198.50","4.78K","-1.36%"
"Mar 08, 1988","201.50","201.88","202.00","201.00","3.21K","0.37%"
"Mar 07, 1988","200.75","199.75","201.25","199.00","6.29K","0.75%"
"Mar 04, 1988","199.25","199.88","201.00","198.50","6.01K","-0.75%"
"Mar 03, 1988","200.75","201.38","202.25","200.50","4.91K","-0.62%"
"Mar 02, 1988","202.00","203.50","203.50","201.50","5.56K","-0.86%"
"Mar 01, 1988","203.75","203.50","205.00","203.25","7.33K","0.00%"
"Feb 29, 1988","203.75","201.25","204.50","201.00","11.68K","1.49%"
"Feb 26, 1988","200.75","198.12","201.00","198.00","24.46K","1.13%"
"Feb 25, 1988","198.50","198.38","199.00","197.00","18.58K","-0.25%"
"Feb 24, 1988","199.00","199.25","199.50","197.75","16.00K","1.27%"
"Feb 23, 1988","196.50","198.38","199.00","196.00","16.62K","-1.38%"
"Feb 22, 1988","199.25","200.75","201.50","198.75","13.50K","-0.62%"
"Feb 19, 1988","200.50","200.62","203.00","200.00","13.43K","-0.12%"
"Feb 18, 1988","200.75","200.25","201.25","199.75","10.39K","-0.50%"
"Feb 17, 1988","201.75","197.62","202.25","197.00","15.39K","1.77%"
"Feb 16, 1988","198.25","199.75","200.25","198.00","12.46K","-1.37%"
"Feb 12, 1988","201.00","201.88","202.00","199.50","16.36K","-0.74%"
"Feb 11, 1988","202.50","202.62","203.00","201.50","11.00K","-0.12%"
"Feb 10, 1988","202.75","203.62","204.00","200.75","19.02K","-0.37%"
"Feb 09, 1988","203.50","202.00","203.75","201.50","16.10K","0.62%"
"Feb 08, 1988","202.25","200.88","202.50","200.50","9.68K","0.50%"
"Feb 05, 1988","201.25","202.50","203.75","200.75","18.61K","-0.74%"
"Feb 04, 1988","202.75","199.25","203.00","198.50","18.75K","2.01%"
"Feb 03, 1988","198.75","198.12","199.25","197.25","13.25K","0.25%"
"Feb 02, 1988","198.25","197.50","198.50","196.50","12.68K","0.25%"
"Feb 01, 1988","197.75","196.62","198.25","195.50","19.20K","0.51%"
"Jan 29, 1988","196.75","198.00","198.75","196.00","20.60K","-0.88%"
"Jan 28, 1988","198.50","201.62","201.75","198.00","24.84K","-1.61%"
"Jan 27, 1988","201.75","201.88","202.50","201.00","13.64K","-0.37%"
"Jan 26, 1988","202.50","201.88","202.75","199.50","21.60K","0.25%"
"Jan 25, 1988","202.00","201.75","202.75","200.75","17.85K","1.13%"
"Jan 22, 1988","199.75","197.88","199.75","197.50","12.49K","0.88%"
"Jan 21, 1988","198.00","197.62","198.75","197.00","18.82K","-0.50%"
"Jan 20, 1988","199.00","201.00","201.50","198.75","14.80K","-0.87%"
"Jan 19, 1988","200.75","200.00","201.00","199.00","19.87K","0.00%"
"Jan 18, 1988","200.75","196.50","201.00","196.00","27.00K","1.65%"
"Jan 15, 1988","197.50","198.75","199.00","197.00","26.24K","1.28%"
"Jan 14, 1988","195.00","194.88","196.00","194.25","13.00K","0.00%"
"Jan 13, 1988","195.00","193.75","195.25","191.75","17.87K","0.78%"
"Jan 12, 1988","193.50","194.88","196.75","193.00","28.78K","-0.90%"
"Jan 11, 1988","195.25","193.00","195.50","191.50","20.06K","1.43%"
"Jan 08, 1988","192.50","192.50","192.75","191.25","16.62K","-0.13%"
"Jan 07, 1988","192.75","190.50","194.00","190.00","26.60K","0.92%"
"Jan 06, 1988","191.00","188.50","193.00","188.25","28.12K","1.87%"
"Jan 05, 1988","187.50","186.88","188.25","186.50","15.87K","0.00%"
"Jan 04, 1988","187.50","184.75","188.00","184.25","17.45K","1.49%"
"Dec 31, 1987","184.75","185.12","185.25","184.50","8.84K","-0.27%"
"Dec 30, 1987","185.25","186.38","186.75","185.00","13.46K","-0.67%"
"Dec 29, 1987","186.50","186.88","187.50","185.75","12.11K","-0.67%"
"Dec 28, 1987","187.75","190.75","191.00","187.25","12.81K","-0.92%"
"Dec 24, 1987","189.50","190.12","190.50","189.00","6.08K","-0.13%"
"Dec 23, 1987","189.75","188.38","193.00","187.25","10.35K","0.40%"
"Dec 22, 1987","189.00","186.25","189.25","185.75","16.25K","5.29%"
"Dec 21, 1987","179.50","178.62","179.50","178.50","4.29K","-0.28%"
"Dec 18, 1987","180.00","181.38","182.75","178.75","0.99K","-0.96%"
"Dec 17, 1987","181.75","179.25","182.00","177.25","2.89K","0.14%"
"Dec 16, 1987","181.50","183.25","183.50","180.00","1.70K","-1.63%"
"Dec 15, 1987","184.50","186.88","187.00","184.25","1.59K","-1.73%"
"Dec 14, 1987","187.75","189.75","190.00","185.75","2.06K","-0.66%"
"Dec 11, 1987","189.00","188.62","190.00","188.00","2.48K","0.13%"
"Dec 10, 1987","188.75","187.00","188.75","186.75","2.94K","1.21%"
"Dec 09, 1987","186.50","185.38","186.75","184.50","1.94K","1.22%"
"Dec 08, 1987","184.25","185.62","186.50","184.25","2.90K","-0.41%"
"Dec 07, 1987","185.00","183.50","185.00","182.25","2.19K","0.27%"
"Dec 04, 1987","184.50","187.88","188.50","184.00","3.41K","-1.73%"
"Dec 03, 1987","187.75","185.50","188.00","182.50","6.75K","0.67%"
"Dec 02, 1987","186.50","189.62","189.75","185.50","7.76K","-0.93%"
"Dec 01, 1987","188.25","188.88","189.75","188.00","5.75K","-0.26%"
"Nov 30, 1987","188.75","189.75","190.00","186.75","14.57K","-0.66%"
"Nov 27, 1987","190.00","190.25","192.50","189.25","15.40K","0.40%"
"Nov 25, 1987","189.25","187.62","189.25","186.75","16.62K","1.07%"
"Nov 24, 1987","187.25","186.62","187.25","185.75","14.39K","0.13%"
"Nov 23, 1987","187.00","186.25","187.50","185.50","9.62K","0.00%"
"Nov 20, 1987","187.00","186.88","187.50","186.00","10.32K","0.67%"
"Nov 19, 1987","185.75","185.12","186.50","184.00","13.23K","0.27%"
"Nov 18, 1987","185.25","186.50","186.75","184.50","13.82K","-0.40%"
"Nov 17, 1987","186.00","183.38","186.00","183.00","13.62K","1.64%"
"Nov 16, 1987","183.00","181.88","183.00","181.00","9.67K","0.27%"
"Nov 13, 1987","182.50","182.25","183.00","181.50","14.69K","0.97%"
"Nov 12, 1987","180.75","182.62","182.75","180.00","12.27K","-0.55%"
"Nov 11, 1987","181.75","181.38","184.00","181.25","17.80K","0.14%"
"Nov 10, 1987","181.50","180.88","181.50","179.75","12.01K","0.83%"
"Nov 09, 1987","180.00","180.88","181.00","179.75","12.80K","-0.14%"
"Nov 06, 1987","180.25","179.88","180.75","178.75","13.88K","0.14%"
"Nov 05, 1987","180.00","178.25","181.25","178.00","19.71K","1.55%"
"Nov 04, 1987","177.25","175.75","177.50","175.25","15.43K","0.85%"
"Nov 03, 1987","175.75","177.62","177.75","175.00","21.18K","-1.40%"
"Nov 02, 1987","178.25","179.38","179.75","177.50","19.64K","-0.70%"
"Oct 30, 1987","179.50","180.38","182.00","179.00","14.85K","-0.83%"
"Oct 29, 1987","181.00","180.38","181.25","177.75","21.62K","0.14%"
"Oct 28, 1987","180.75","181.75","182.25","180.25","16.97K","-0.69%"
"Oct 27, 1987","182.00","182.25","182.75","180.25","18.30K","0.83%"
"Oct 26, 1987","180.50","180.75","181.00","178.25","18.97K","-0.41%"
"Oct 23, 1987","181.25","181.62","183.75","181.00","20.40K","-0.41%"
"Oct 22, 1987","182.00","181.25","183.00","180.25","21.52K","-0.68%"
"Oct 21, 1987","183.25","184.75","185.25","183.00","18.59K","-0.54%"
"Oct 20, 1987","184.25","184.00","185.00","179.00","43.54K","3.22%"
"Oct 19, 1987","178.50","187.50","188.00","176.00","39.18K","-3.64%"
"Oct 16, 1987","185.25","186.25","186.50","184.75","17.59K","-1.20%"
"Oct 15, 1987","187.50","187.38","188.50","186.25","17.40K","0.13%"
"Oct 14, 1987","187.25","185.38","188.75","184.75","23.82K","1.35%"
"Oct 13, 1987","184.75","181.88","185.00","181.75","17.82K","1.37%"
"Oct 12, 1987","182.25","181.75","182.75","180.50","16.51K","-0.55%"
"Oct 09, 1987","183.25","186.75","187.00","183.00","20.26K","-0.81%"
"Oct 08, 1987","184.75","183.38","185.00","182.25","16.91K","0.96%"
"Oct 07, 1987","183.00","181.12","183.00","180.50","18.41K","0.27%"
"Oct 06, 1987","182.50","184.38","185.00","181.75","20.96K","-1.35%"
"Oct 05, 1987","185.00","184.12","186.00","183.50","16.01K","0.00%"
"Oct 02, 1987","185.00","183.75","186.25","183.25","26.22K","0.41%"
"Oct 01, 1987","184.25","182.38","184.50","181.25","28.68K","2.50%"
"Sep 30, 1987","179.75","181.75","182.00","179.50","21.32K","-1.24%"
"Sep 29, 1987","182.00","179.75","182.00","178.50","19.58K","1.39%"
"Sep 28, 1987","179.50","175.50","180.00","175.25","20.52K","2.43%"
"Sep 25, 1987","175.25","174.38","175.50","173.75","13.57K","0.29%"
"Sep 24, 1987","174.75","176.25","176.50","174.50","14.08K","-0.99%"
"Sep 23, 1987","176.50","174.00","176.75","174.00","18.32K","0.43%"
"Sep 22, 1987","175.75","177.25","177.75","175.50","20.94K","-1.95%"
"Sep 21, 1987","179.25","175.00","180.00","174.25","4.63K","1.99%"
"Sep 18, 1987","175.75","175.38","177.50","175.00","1.25K","0.29%"
"Sep 17, 1987","175.25","176.25","176.50","174.00","0.91K","0.14%"
"Sep 16, 1987","175.00","171.00","175.00","169.50","1.16K","2.49%"
"Sep 15, 1987","170.75","171.38","172.00","170.00","1.41K","0.29%"
"Sep 14, 1987","170.25","168.75","170.50","165.00","1.65K","2.56%"
"Sep 11, 1987","166.00","165.88","166.75","164.25","1.37K","0.15%"
"Sep 10, 1987","165.75","162.62","166.00","162.50","3.45K","1.69%"
"Sep 09, 1987","163.00","161.62","163.00","160.00","2.08K","1.09%"
"Sep 08, 1987","161.25","156.75","161.50","156.25","3.19K","1.90%"
"Sep 04, 1987","158.25","156.62","158.25","156.00","3.04K","0.80%"
"Sep 03, 1987","157.00","157.75","158.00","156.50","5.68K","-0.95%"
"Sep 02, 1987","158.50","157.12","158.75","156.00","5.57K","1.12%"
"Sep 01, 1987","156.75","158.38","158.75","156.50","7.37K","-1.42%"
"Aug 31, 1987","159.00","160.75","161.00","158.75","9.34K","-1.09%"
"Aug 28, 1987","160.75","163.62","163.75","160.00","15.28K","-1.53%"
"Aug 27, 1987","163.25","162.88","163.50","161.25","11.46K","0.93%"
"Aug 26, 1987","161.75","159.25","162.50","159.00","12.77K","2.37%"
"Aug 25, 1987","158.00","157.50","159.25","157.00","7.29K","0.00%"
"Aug 24, 1987","158.00","159.50","159.75","157.50","6.73K","-0.78%"
"Aug 21, 1987","159.25","158.38","160.75","157.50","6.57K","0.47%"
"Aug 20, 1987","158.50","160.62","161.50","158.25","9.24K","-1.25%"
"Aug 19, 1987","160.50","156.88","162.00","156.50","11.54K","2.88%"
"Aug 18, 1987","156.00","156.12","156.75","155.00","7.61K","-0.32%"
"Aug 17, 1987","156.50","158.88","160.00","155.75","9.08K","-1.26%"
"Aug 14, 1987","158.50","154.62","158.50","154.50","8.04K","2.26%"
"Aug 13, 1987","155.00","154.25","156.00","153.50","8.07K","1.31%"
"Aug 12, 1987","153.00","151.75","153.00","150.75","7.87K","-0.49%"
"Aug 11, 1987","153.75","153.88","154.00","153.25","6.32K","0.49%"
"Aug 10, 1987","153.00","152.62","154.00","152.50","7.51K","0.33%"
"Aug 07, 1987","152.50","153.50","153.75","152.25","10.56K","-1.45%"
"Aug 06, 1987","154.75","156.25","156.50","154.50","6.53K","-0.80%"
"Aug 05, 1987","156.00","155.00","156.00","154.00","7.68K","0.32%"
"Aug 04, 1987","155.50","160.25","160.25","154.75","12.88K","-3.57%"
"Aug 03, 1987","161.25","163.38","163.50","160.00","11.35K","-1.38%"
"Jul 31, 1987","163.50","163.12","164.00","162.50","6.48K","0.62%"
"Jul 30, 1987","162.50","163.12","163.75","160.50","8.51K","0.15%"
"Jul 29, 1987","162.25","167.62","168.00","162.00","10.65K","-2.70%"
"Jul 28, 1987","166.75","165.88","167.75","165.75","8.22K","1.37%"
"Jul 27, 1987","164.50","163.75","165.25","162.75","6.78K","0.46%"
"Jul 24, 1987","163.75","163.50","164.25","162.50","8.69K","-0.46%"
"Jul 23, 1987","164.50","165.50","166.00","162.50","8.75K","4.11%"
"Jul 22, 1987","158.00","160.00","160.50","156.00","1.87K","-1.40%"
"Jul 21, 1987","160.25","164.00","164.00","158.75","0.40K","-2.29%"
"Jul 20, 1987","164.00","164.50","165.00","161.25","0.34K","3.47%"
"Jul 17, 1987","158.50","164.00","164.00","158.00","0.64K","-3.06%"
"Jul 16, 1987","163.50","165.50","165.50","162.25","0.90K","0.00%"
"Jul 15, 1987","163.50","165.75","166.00","163.25","0.75K","-0.46%"
"Jul 14, 1987","164.25","165.00","165.00","163.00","1.37K","0.92%"
"Jul 13, 1987","162.75","166.00","166.00","162.50","0.99K","-2.54%"
"Jul 10, 1987","167.00","168.50","168.50","165.50","0.54K","0.60%"
"Jul 09, 1987","166.00","168.88","169.00","164.00","2.86K","-1.48%"
"Jul 08, 1987","168.50","176.12","176.25","168.25","3.23K","-3.58%"
"Jul 07, 1987","174.75","174.25","176.00","172.75","3.28K","1.30%"
"Jul 06, 1987","172.50","173.25","173.50","170.00","6.40K","-0.72%"
"Jul 02, 1987","173.75","176.50","177.00","173.25","6.62K","0.58%"
"Jul 01, 1987","172.75","179.25","179.50","172.50","13.10K","-3.76%"
"Jun 30, 1987","179.50","178.88","180.00","178.50","17.49K","0.70%"
"Jun 29, 1987","178.25","181.50","182.50","178.00","17.20K","-3.78%"
"Jun 26, 1987","185.25","187.12","188.75","185.00","12.14K","-0.94%"
"Jun 25, 1987","187.00","190.50","191.00","186.50","11.78K","-2.73%"
"Jun 24, 1987","192.25","191.25","193.00","190.00","11.19K","2.40%"
"Jun 23, 1987","187.75","185.00","188.75","183.25","11.67K","2.74%"
"Jun 22, 1987","182.75","188.00","188.50","182.50","13.69K","-4.94%"
"Jun 19, 1987","192.25","191.75","192.50","190.00","8.60K","-0.13%"
"Jun 18, 1987","192.50","196.25","197.00","191.75","9.38K","-2.53%"
"Jun 17, 1987","197.50","197.75","199.00","195.25","12.15K","-2.35%"
"Jun 16, 1987","202.25","199.25","202.75","197.00","12.42K","2.41%"
"Jun 15, 1987","197.50","196.62","199.00","194.75","14.64K","3.81%"
"Jun 12, 1987","190.25","186.50","190.75","186.50","15.38K","2.01%"
"Jun 11, 1987","186.50","185.62","187.50","184.50","15.86K","0.81%"
"Jun 10, 1987","185.00","186.25","187.00","184.75","12.69K","-1.46%"
"Jun 09, 1987","187.75","188.62","189.25","187.50","8.52K","-0.53%"
"Jun 08, 1987","188.75","190.38","191.25","188.50","10.96K","-0.26%"
"Jun 05, 1987","189.25","188.38","189.50","187.50","9.23K","0.40%"
"Jun 04, 1987","188.50","189.62","190.75","188.00","10.32K","-0.66%"
"Jun 03, 1987","189.75","186.62","190.00","186.25","10.84K","1.20%"
"Jun 02, 1987","187.50","187.38","188.75","186.25","12.22K","0.67%"
"Jun 01, 1987","186.25","187.38","187.75","184.00","16.29K","-1.32%"
"May 29, 1987","188.75","190.88","191.75","188.50","10.82K","-1.31%"
"May 28, 1987","191.25","192.75","193.00","191.00","11.21K","-0.26%"
"May 27, 1987","191.75","191.50","192.50","190.25","12.52K","0.52%"
"May 26, 1987","190.75","189.25","191.00","186.00","17.69K","-0.13%"
"May 22, 1987","191.00","190.25","191.00","189.00","12.10K","1.19%"
"May 21, 1987","188.75","185.25","189.50","184.00","12.18K","2.17%"
"May 20, 1987","184.75","186.75","189.00","184.25","14.13K","1.79%"
"May 19, 1987","181.50","181.00","183.00","180.00","-","0.41%"
"May 18, 1987","180.75","185.25","185.50","179.25","0.91K","-4.11%"
"May 15, 1987","188.50","190.50","191.50","187.00","1.04K","-0.26%"
"May 14, 1987","189.00","187.00","189.00","185.00","1.10K","1.75%"
"May 13, 1987","185.75","184.50","186.00","182.00","1.58K","-0.80%"
"May 12, 1987","187.25","192.50","194.50","183.00","1.76K","-2.60%"
"May 11, 1987","192.25","189.25","195.00","188.00","1.99K","3.08%"
"May 08, 1987","186.50","183.75","187.00","182.75","2.54K","1.63%"
"May 07, 1987","183.50","183.25","184.75","182.00","5.24K","0.55%"
"May 06, 1987","182.50","181.25","182.75","179.50","6.38K","0.41%"
"May 05, 1987","181.75","180.75","182.50","180.25","7.85K","0.14%"
"May 04, 1987","181.50","179.00","182.00","178.25","13.59K","0.97%"
"May 01, 1987","179.75","179.38","180.00","178.25","10.67K","0.42%"
"Apr 30, 1987","179.00","176.00","179.00","175.75","15.47K","1.85%"
"Apr 29, 1987","175.75","173.62","175.75","173.25","20.84K","1.15%"
"Apr 28, 1987","173.75","174.62","175.00","172.75","13.04K","-0.43%"
"Apr 27, 1987","174.50","178.25","179.00","172.50","12.81K","-0.71%"
"Apr 24, 1987","175.75","177.12","178.00","175.25","10.94K","0.14%"
"Apr 23, 1987","175.50","172.88","175.50","172.75","12.13K","1.74%"
"Apr 22, 1987","172.50","173.00","173.25","171.50","9.99K","-0.72%"
"Apr 21, 1987","173.75","174.75","175.00","171.75","11.56K","0.00%"
"Apr 20, 1987","173.75","170.62","174.00","170.50","9.69K","2.36%"
"Apr 16, 1987","169.75","167.88","170.00","167.75","11.43K","0.74%"
"Apr 15, 1987","168.50","168.75","169.75","168.25","11.59K","-1.46%"
"Apr 14, 1987","171.00","172.50","175.00","169.75","19.59K","1.79%"
"Apr 13, 1987","168.00","164.75","168.00","164.50","16.32K","1.51%"
"Apr 10, 1987","165.50","163.75","166.00","163.50","15.33K","0.61%"
"Apr 09, 1987","164.50","162.75","165.25","162.25","18.61K","1.54%"
"Apr 08, 1987","162.00","159.88","162.00","159.50","16.16K","1.57%"
"Apr 07, 1987","159.50","159.38","160.50","159.00","13.39K","0.79%"
"Apr 06, 1987","158.25","157.88","158.50","157.25","10.03K","0.32%"
"Apr 03, 1987","157.75","158.62","159.75","157.50","12.82K","-0.47%"
"Apr 02, 1987","158.50","160.25","160.50","157.75","23.94K","-1.86%"
"Apr 01, 1987","161.50","162.88","163.50","161.25","11.28K","-0.62%"
"Mar 31, 1987","162.50","162.75","163.25","162.00","10.70K","-0.61%"
"Mar 30, 1987","163.50","163.62","164.00","162.00","12.58K","0.15%"
"Mar 27, 1987","163.25","161.75","164.50","160.75","22.08K","-0.61%"
"Mar 26, 1987","164.25","164.38","166.00","163.50","15.08K","-0.45%"
"Mar 25, 1987","165.00","164.12","165.00","162.75","15.75K","0.61%"
"Mar 24, 1987","164.00","161.88","164.00","161.25","16.45K","1.71%"
"Mar 23, 1987","161.25","158.88","161.50","158.25","10.20K","0.16%"
"Mar 20, 1987","161.00","162.38","162.50","160.00","-","-0.77%"
"Mar 19, 1987","162.25","161.75","162.50","160.75","1.10K","0.93%"
"Mar 18, 1987","160.75","162.12","162.50","160.50","1.16K","-0.62%"
"Mar 17, 1987","161.75","159.88","162.50","159.25","1.46K","1.89%"
"Mar 16, 1987","158.75","158.88","159.00","157.50","0.57K","-0.31%"
"Mar 13, 1987","159.25","160.12","160.75","158.75","1.44K","2.25%"
"Mar 12, 1987","155.75","155.75","156.50","155.25","1.24K","0.48%"
"Mar 11, 1987","155.00","153.50","155.00","152.50","1.59K","0.49%"
"Mar 10, 1987","154.25","157.75","158.00","153.50","2.21K","-2.06%"
"Mar 09, 1987","157.50","156.88","158.00","154.75","2.65K","1.29%"
"Mar 06, 1987","155.50","155.75","156.00","154.00","3.78K","1.30%"
"Mar 05, 1987","153.50","153.62","154.00","151.50","4.51K","1.32%"
"Mar 04, 1987","151.50","150.12","152.50","149.75","5.04K","1.34%"
"Mar 03, 1987","149.50","151.25","152.75","148.25","8.99K","-0.83%"
"Mar 02, 1987","150.75","149.25","151.25","149.00","11.36K","2.38%"
"Feb 27, 1987","147.25","144.38","148.25","144.00","20.48K","1.55%"
"Feb 26, 1987","145.00","144.62","146.50","144.25","22.94K","0.52%"
"Feb 25, 1987","144.25","146.25","146.50","144.00","14.39K","-1.87%"
"Feb 24, 1987","147.00","148.50","149.00","146.75","15.50K","-1.01%"
"Feb 23, 1987","148.50","149.25","150.00","148.00","9.66K","-0.67%"
"Feb 20, 1987","149.50","150.12","152.00","148.25","20.26K","2.93%"
"Feb 19, 1987","145.25","144.38","145.50","144.25","7.61K","0.69%"
"Feb 18, 1987","144.25","145.88","146.00","144.00","9.25K","-0.69%"
"Feb 17, 1987","145.25","143.25","145.25","142.00","10.96K","1.75%"
"Feb 13, 1987","142.75","144.62","146.00","142.50","13.53K","-1.04%"
"Feb 12, 1987","144.25","148.00","148.50","144.00","21.04K","-3.03%"
"Feb 11, 1987","148.75","152.12","152.25","148.50","18.76K","-2.62%"
"Feb 10, 1987","152.75","153.38","154.00","152.50","11.39K","-0.65%"
"Feb 09, 1987","153.75","154.62","155.00","153.25","11.29K","-0.65%"
"Feb 06, 1987","154.75","154.88","155.75","154.50","10.42K","-0.32%"
"Feb 05, 1987","155.25","157.12","157.25","155.00","13.23K","-1.58%"
